MIL_CODE_CONFIRM_1_S1,"The code you entered is for"
MIL_CODE_CONFIRM_1_S2,"Do you wish to continue? Press 1 for Yes, 2 for No."
MIL_CODE_CONFIRM_2,"Are you sure you want to continue? Once a mission is executed, it cannot be undone. To continue, press 1. To cancel, press 2."
MIL_CODE_CANCEL,"The military action request has been canceled. Please start again from the beginning."
MIL_CODE_FAIL,"The code you entered is incorrect. To try again, press 1. To return to the main menu, press 0."
MIL_ACTION_START,"Confirmed. The code has been transmitted to the US Department of Defense, and the special interception mission has been authorized. Thank you for your cooperation."
OPERATOR_CONNECT,"Connecting to an operator. Please wait. Your queue number is {wait_num}, and the estimated wait time is {wait_min} minutes."
OPERATOR_CONNECT_S1,"Connecting to an operator. Please wait. Your queue number is"
OPERATOR_CONNECT_S2,"and the estimated wait time is"
OPERATOR_CONNECT_S3,"minutes."
TRAFFIC_OVERLOAD,"We are experiencing unusually high call volume, resulting in longer wait times. To stay on the line, press 1. For the main menu, press 0."
MISC_INQUIRY,"For trade agreements, press 1. For denuclearization policy, press 2. For hotline authentication code inquiries, press 3."
NUCLEAR_PROG,"To learn about nuclear weapons, press 1. For weapons available to the US, press 2."
NUCLEAR_LEARN,"We are always seeking ways to maintain peace. To learn about missiles from major nations, press 1. For more details, visit the USAID website."
MISSILE_LIST_REQ,"Press 1 for Russia, 2 for China, 3 for India, 4 for South Korea, 5 for North Korea, or 6 for Japan."
MISSILE_LIST_NK,"North Korean missiles include the Hwasong-11, Hwasong-5, Hwasong-6, Hwasong-7, Pukguksong-2, Hwasal-2, Hwasong-10, and the Hwasong-20 ICBM."
US_WEAPONS,"For offensive weapons, press 1. For defensive weapons such as interceptors, press 2."
DEFENSE_WEAPONS,"Defensive weapons include aircraft capable of intercepting ballistic missiles. For missile power codes, press 1. For interception method codes, press 2."
POWER_CODE_REQ,"For low-speed ballistic missiles, press 1. For high-speed ballistic missiles, press 2."
POWER_CODE_LOW,"The first two digits of the special military action authorization code for low-speed ballistic missiles are {code}."
POWER_CODE_LOW_S1,"The first two digits of the special military action authorization code for low-speed ballistic missiles are"
POWER_CODE_HIGH,"The first two digits of the special military action authorization code for high-speed ballistic missiles are {code}."
POWER_CODE_HIGH_S1,"The first two digits of the special military action authorization code for high-speed ballistic missiles are"
INTERCEPT_METHOD,"For Northern Hemisphere missiles (X0 method), press 1. For Southern Hemisphere missiles (Y0 method), press 2."
INTERCEPT_CODE_X0,"The last two digits of the special authorization code for the X0 interception method are {code}."
INTERCEPT_CODE_X0_S1,"The last two digits of the special authorization code for the X0 interception method are"
INTERCEPT_CODE_Y0,"The last two digits of the special authorization code for the Y0 interception method are {code}."
INTERCEPT_CODE_Y0_S1,"The last two digits of the special authorization code for the Y0 interception method are"
CODE_LOST_REQ,"To apply for a new authentication code, press 1. To verify an existing code, press 2."
BOT_CHECK_REQ,"We must verify that you are not a robot. Please enter the following code: {bot_code}"
BOT_CHECK_REQ_S1,"We must verify that you are not a robot. Please enter the following code:"
BOT_CHECK_FAIL,"Invalid code. Please try again."
CODE_ISSUE_SUCC,"Thank you for applying for a hotline code. Your code is {new_code}."
CODE_ISSUE_SUCC,"Thank you for applying for a hotline code. Your code is"
ERROR_404,"An error has occurred. This page does not exist. To return to the main menu, press 0."
