GAME_INTRO_NOTIFY_KP_WARNING,"このゲームは、北朝鮮や特定の機関を称賛したり美化したりする目的で制作されたものではありません。"
ITEM_BIG_BEAUTIFUL_BUTTON,"大きく、かつ美麗なるボタン"
ITEM_TELEPHONE,"電話機"
SCRIPT_SENDING_ICBM,"米国へ向け、大陸間弾道ミサイルを発射する…。"
GAME_INTRO_KP_1,"国家保衛省および国防科学院が、核弾頭の開発成功を報告した。"
GAME_INTRO_KP_2,"国防科学部門の科学者、技術者、労働者階級による、火のごとき献身と犠牲によって完成したものである。"
GAME_INTRO_KP_2_1,"国防科学部門の科学者、技術者、労働者階級の"
GAME_INTRO_KP_2_2,"国防科学部門の科学者、技術者、労働者階級による、火のごとき献身과 犠牲によって完成したものである。"
GAME_INTRO_KP_3,"革命的技術により、米帝までわずか10分しか要さぬ。"
GAME_INTRO_KP_4,"偉大なる首領同志のために。"
GAME_STARTING_KP_1,"主体{0}年（{1}年）"
GAME_STARTING_KP_2,"技術的な事故が発生した。"
GAME_STARTING_KP_3,"核弾頭を米帝へ向け発射した。"
GAME_STARTING_KP_4,"軍需工業部によれば、約10分後には核弾頭がワシントンに到達するとのことである。"
GAME_STARTING_KP_5,"この災厄を阻止する最後の希望は…"
GAME_STARTING_KP_6,"ホワイトハウスへ電話し、このミサイルを撃墜することのみである。"
